payroll_id,emp_id,pay_period,gross_pay,net_pay,tax_withheld
349fcf7e351ec052,349fcf7e351ec052,pay_period_31,gross_pay_31,net_pay_31,tax_withheld_31
74c4a4a81abe6c89,74c4a4a81abe6c89,pay_period_32,gross_pay_32,net_pay_32,tax_withheld_32
d3af6293907e1d66,d3af6293907e1d66,pay_period_33,gross_pay_33,net_pay_33,tax_withheld_33
36fa0fef17007caf,36fa0fef17007caf,pay_period_34,gross_pay_34,net_pay_34,tax_withheld_34
7751bf8d187da31d,7751bf8d187da31d,pay_period_35,gross_pay_35,net_pay_35,tax_withheld_35
6bcf364cb6f0bacb,6bcf364cb6f0bacb,pay_period_36,gross_pay_36,net_pay_36,tax_withheld_36
3dac0e7706df16ea,3dac0e7706df16ea,pay_period_37,gross_pay_37,net_pay_37,tax_withheld_37
d39828a505d96f40,d39828a505d96f40,pay_period_38,gross_pay_38,net_pay_38,tax_withheld_38
916832ece443ca48,916832ece443ca48,pay_period_39,gross_pay_39,net_pay_39,tax_withheld_39
ca53fbfe650bad2e,ca53fbfe650bad2e,pay_period_40,gross_pay_40,net_pay_40,tax_withheld_40
85c542199fffa0fc,85c542199fffa0fc,pay_period_41,gross_pay_41,net_pay_41,tax_withheld_41
31320b01feed8714,31320b01feed8714,pay_period_42,gross_pay_42,net_pay_42,tax_withheld_42
1c2c11af032e1095,1c2c11af032e1095,pay_period_43,gross_pay_43,net_pay_43,tax_withheld_43
6796a981bf0cff82,6796a981bf0cff82,pay_period_44,gross_pay_44,net_pay_44,tax_withheld_44
10efebaae2cc05c4,10efebaae2cc05c4,pay_period_45,gross_pay_45,net_pay_45,tax_withheld_45
29884a303b2a291a,29884a303b2a291a,pay_period_46,gross_pay_46,net_pay_46,tax_withheld_46
b1bae357f25f0cdf,b1bae357f25f0cdf,pay_period_47,gross_pay_47,net_pay_47,tax_withheld_47
ec292bbb704f8f4f,ec292bbb704f8f4f,pay_period_48,gross_pay_48,net_pay_48,tax_withheld_48
8723f7f2a1dfbccd,8723f7f2a1dfbccd,pay_period_49,gross_pay_49,net_pay_49,tax_withheld_49
96a996dc506ffa51,96a996dc506ffa51,pay_period_50,gross_pay_50,net_pay_50,tax_withheld_50
f4ede74a232f7516,f4ede74a232f7516,pay_period_51,gross_pay_51,net_pay_51,tax_withheld_51
a5be64793d0a4e34,a5be64793d0a4e34,pay_period_52,gross_pay_52,net_pay_52,tax_withheld_52
d2d04b3f06a5cb8a,d2d04b3f06a5cb8a,pay_period_53,gross_pay_53,net_pay_53,tax_withheld_53
2569e2f43e727484,2569e2f43e727484,pay_period_54,gross_pay_54,net_pay_54,tax_withheld_54
938f4afb14cf66b5,938f4afb14cf66b5,pay_period_55,gross_pay_55,net_pay_55,tax_withheld_55
29dfdb2f6f860c72,29dfdb2f6f860c72,pay_period_56,gross_pay_56,net_pay_56,tax_withheld_56
516b083c8c3e4d46,516b083c8c3e4d46,pay_period_57,gross_pay_57,net_pay_57,tax_withheld_57
d281fe57a3fa21a9,d281fe57a3fa21a9,pay_period_58,gross_pay_58,net_pay_58,tax_withheld_58
08cc0f2b8b35592a,08cc0f2b8b35592a,pay_period_59,gross_pay_59,net_pay_59,tax_withheld_59
2b534d742378756e,2b534d742378756e,pay_period_60,gross_pay_60,net_pay_60,tax_withheld_60
e38a48a99c21a49a,e38a48a99c21a49a,pay_period_61,gross_pay_61,net_pay_61,tax_withheld_61
58ceef372c7a99b7,58ceef372c7a99b7,pay_period_62,gross_pay_62,net_pay_62,tax_withheld_62
269fcd6cad2c9435,269fcd6cad2c9435,pay_period_63,gross_pay_63,net_pay_63,tax_withheld_63
1cf42155e42a4d2b,1cf42155e42a4d2b,pay_period_64,gross_pay_64,net_pay_64,tax_withheld_64
99312996640b862a,99312996640b862a,pay_period_65,gross_pay_65,net_pay_65,tax_withheld_65
e0c7637cc2c8459d,e0c7637cc2c8459d,pay_period_66,gross_pay_66,net_pay_66,tax_withheld_66
28683e9ba7d4f04c,28683e9ba7d4f04c,pay_period_67,gross_pay_67,net_pay_67,tax_withheld_67
1517a130777cbc68,1517a130777cbc68,pay_period_68,gross_pay_68,net_pay_68,tax_withheld_68
a3a4b6381f7d7aaf,a3a4b6381f7d7aaf,pay_period_69,gross_pay_69,net_pay_69,tax_withheld_69
e4492e29a7a37617,e4492e29a7a37617,pay_period_70,gross_pay_70,net_pay_70,tax_withheld_70
418d28d94a2596bc,418d28d94a2596bc,pay_period_71,gross_pay_71,net_pay_71,tax_withheld_71
868b983851df4d52,868b983851df4d52,pay_period_72,gross_pay_72,net_pay_72,tax_withheld_72
4aeadbd38bca511f,4aeadbd38bca511f,pay_period_73,gross_pay_73,net_pay_73,tax_withheld_73
ea5aa4d0623b09a6,ea5aa4d0623b09a6,pay_period_74,gross_pay_74,net_pay_74,tax_withheld_74
a587f8d67ddd6bd7,a587f8d67ddd6bd7,pay_period_75,gross_pay_75,net_pay_75,tax_withheld_75
f63c2bb19d2e354c,f63c2bb19d2e354c,pay_period_76,gross_pay_76,net_pay_76,tax_withheld_76
0fcc450c43fdf017,0fcc450c43fdf017,pay_period_77,gross_pay_77,net_pay_77,tax_withheld_77
1f4d9fb581e17267,1f4d9fb581e17267,pay_period_78,gross_pay_78,net_pay_78,tax_withheld_78
6530e012bde32f1c,6530e012bde32f1c,pay_period_79,gross_pay_79,net_pay_79,tax_withheld_79
d6e440ff34d38c44,d6e440ff34d38c44,pay_period_80,gross_pay_80,net_pay_80,tax_withheld_80
0459a0ce0f75dbfd,0459a0ce0f75dbfd,pay_period_81,gross_pay_81,net_pay_81,tax_withheld_81
5811a03da3dce2f1,5811a03da3dce2f1,pay_period_82,gross_pay_82,net_pay_82,tax_withheld_82
5cc676969b568905,5cc676969b568905,pay_period_83,gross_pay_83,net_pay_83,tax_withheld_83
62a9c755bc14a796,62a9c755bc14a796,pay_period_84,gross_pay_84,net_pay_84,tax_withheld_84
791120b22a600f65,791120b22a600f65,pay_period_85,gross_pay_85,net_pay_85,tax_withheld_85
1a66068ca0fed4bd,1a66068ca0fed4bd,pay_period_86,gross_pay_86,net_pay_86,tax_withheld_86
e67129d48aa1c87c,e67129d48aa1c87c,pay_period_87,gross_pay_87,net_pay_87,tax_withheld_87
5d3caded9cead44f,5d3caded9cead44f,pay_period_88,gross_pay_88,net_pay_88,tax_withheld_88
aca431a5beffe7fc,aca431a5beffe7fc,pay_period_89,gross_pay_89,net_pay_89,tax_withheld_89
ce2f1835bad3857f,ce2f1835bad3857f,pay_period_90,gross_pay_90,net_pay_90,tax_withheld_90
ee549f5a0c6dca3c,ee549f5a0c6dca3c,pay_period_91,gross_pay_91,net_pay_91,tax_withheld_91
ec23f9ca86eb0d1c,ec23f9ca86eb0d1c,pay_period_92,gross_pay_92,net_pay_92,tax_withheld_92
1f9630a2c8505603,1f9630a2c8505603,pay_period_93,gross_pay_93,net_pay_93,tax_withheld_93
3c160479ef737900,3c160479ef737900,pay_period_94,gross_pay_94,net_pay_94,tax_withheld_94
3324162cba125bb4,3324162cba125bb4,pay_period_95,gross_pay_95,net_pay_95,tax_withheld_95
964218f179d9953b,964218f179d9953b,pay_period_96,gross_pay_96,net_pay_96,tax_withheld_96
399089bb34b4600e,399089bb34b4600e,pay_period_97,gross_pay_97,net_pay_97,tax_withheld_97
e861d3a8ae1005d3,e861d3a8ae1005d3,pay_period_98,gross_pay_98,net_pay_98,tax_withheld_98
45fde48d870186e4,45fde48d870186e4,pay_period_99,gross_pay_99,net_pay_99,tax_withheld_99
